object_name,attr_name,change_count,nochange_count
AluminumFoil,isPickedUp,3,109
AluminumFoil,isSliced,0,112
AluminumFoil,isToggled,0,112
AluminumFoil,isUsedUp,0,112
AluminumFoil,mass,0,112
AluminumFoil,moveable,0,112
AluminumFoil,openable,0,112
AluminumFoil,parentReceptacles,4,108
AluminumFoil,pickupable,0,112
AluminumFoil,receptacle,0,112
AluminumFoil,receptacleObjectIds,0,112
AluminumFoil,salientMaterials_Ceramic,0,112
AluminumFoil,salientMaterials_Fabric,0,112
AluminumFoil,salientMaterials_Food,0,112
AluminumFoil,salientMaterials_Glass,0,112
AluminumFoil,salientMaterials_Leather,0,112
AluminumFoil,salientMaterials_Metal,0,112
AluminumFoil,salientMaterials_None,0,112
AluminumFoil,salientMaterials_Organic,0,112
AluminumFoil,salientMaterials_Paper,0,112
AluminumFoil,salientMaterials_Plastic,0,112
AluminumFoil,salientMaterials_Rubber,0,112
AluminumFoil,salientMaterials_Soap,0,112
AluminumFoil,salientMaterials_Sponge,0,112
AluminumFoil,salientMaterials_Stone,0,112
AluminumFoil,salientMaterials_Wax,0,112
AluminumFoil,salientMaterials_Wood,0,112
AluminumFoil,sliceable,0,112
AluminumFoil,toggleable,0,112
Apple,ObjectTemperature,5046,146821
Apple,breakable,0,151867
Apple,canBeUsedUp,0,151867
Apple,canChangeTempToCold,0,151867
Apple,canChangeTempToHot,0,151867
Apple,canFillWithLiquid,0,151867
Apple,cookable,0,151867
Apple,dirtyable,0,151867
Apple,isBroken,0,151867
Apple,isCooked,0,151867
Apple,isDirty,0,151867
Apple,isFilledWithLiquid,0,151867
Apple,isOpen,0,151867
Apple,isPickedUp,28137,123730
Apple,isSliced,197,151670
Apple,isToggled,0,151867
Apple,isUsedUp,0,151867
Apple,mass,6344,145523
Apple,moveable,0,151867
Apple,openable,0,151867
Apple,parentReceptacles,28242,123625
Apple,pickupable,0,151867
Apple,receptacle,0,151867
Apple,receptacleObjectIds,0,151867
Apple,salientMaterials_Ceramic,0,151867
Apple,salientMaterials_Fabric,0,151867
Apple,salientMaterials_Food,0,151867
Apple,salientMaterials_Glass,0,151867
Apple,salientMaterials_Leather,0,151867
Apple,salientMaterials_Metal,0,151867
Apple,salientMaterials_None,0,151867
Apple,salientMaterials_Organic,0,151867
Apple,salientMaterials_Paper,0,151867
Apple,salientMaterials_Plastic,0,151867
Apple,salientMaterials_Rubber,0,151867
Apple,salientMaterials_Soap,0,151867
Apple,salientMaterials_Sponge,0,151867
Apple,salientMaterials_Stone,0,151867
Apple,salientMaterials_Wax,0,151867
Apple,salientMaterials_Wood,0,151867
Apple,sliceable,6344,145523
Apple,toggleable,0,151867
AppleSliced,ObjectTemperature,2,92
AppleSliced,breakable,2,92
AppleSliced,canBeUsedUp,0,94
AppleSliced,canChangeTempToCold,0,94
AppleSliced,canChangeTempToHot,0,94
AppleSliced,canFillWithLiquid,0,94
AppleSliced,cookable,0,94
AppleSliced,dirtyable,0,94
AppleSliced,isBroken,0,94
AppleSliced,isCooked,0,94
AppleSliced,isDirty,0,94
AppleSliced,isFilledWithLiquid,0,94
AppleSliced,isOpen,0,94
AppleSliced,isPickedUp,9,85
AppleSliced,isSliced,0,94
AppleSliced,isToggled,0,94
AppleSliced,isUsedUp,0,94
AppleSliced,mass,0,94
AppleSliced,moveable,0,94
AppleSliced,openable,0,94
AppleSliced,parentReceptacles,9,85
AppleSliced,pickupable,0,94
AppleSliced,receptacle,0,94
AppleSliced,receptacleObjectIds,0,94
AppleSliced,salientMaterials_Ceramic,0,94
AppleSliced,salientMaterials_Fabric,0,94
AppleSliced,salientMaterials_Food,0,94
AppleSliced,salientMaterials_Glass,0,94
AppleSliced,salientMaterials_Leather,0,94
AppleSliced,salientMaterials_Metal,0,94
AppleSliced,salientMaterials_None,0,94
AppleSliced,salientMaterials_Organic,0,94
AppleSliced,salientMaterials_Paper,0,94
AppleSliced,salientMaterials_Plastic,0,94
AppleSliced,salientMaterials_Rubber,0,94
AppleSliced,salientMaterials_Soap,0,94
AppleSliced,salientMaterials_Sponge,0,94
AppleSliced,salientMaterials_Stone,0,94
AppleSliced,salientMaterials_Wax,0,94
AppleSliced,salientMaterials_Wood,0,94
AppleSliced,sliceable,2,92
AppleSliced,toggleable,0,94
ArmChair,ObjectTemperature,0,3467
ArmChair,breakable,74,3393
ArmChair,canBeUsedUp,0,3467
ArmChair,canChangeTempToCold,0,3467
ArmChair,canChangeTempToHot,0,3467
ArmChair,canFillWithLiquid,0,3467
ArmChair,cookable,0,3467
ArmChair,dirtyable,0,3467
ArmChair,isBroken,2,3465
ArmChair,isCooked,0,3467
ArmChair,isDirty,0,3467
ArmChair,isFilledWithLiquid,0,3467
ArmChair,isOpen,0,3467
ArmChair,isPickedUp,0,3467
ArmChair,isSliced,0,3467
ArmChair,isToggled,0,3467
ArmChair,isUsedUp,0,3467
ArmChair,mass,0,3467
ArmChair,moveable,0,3467
ArmChair,openable,0,3467
ArmChair,parentReceptacles,0,3467
ArmChair,pickupable,0,3467
ArmChair,receptacle,0,3467
ArmChair,receptacleObjectIds,435,3032
ArmChair,salientMaterials_Ceramic,0,3467
ArmChair,salientMaterials_Fabric,0,3467
ArmChair,salientMaterials_Food,0,3467
ArmChair,salientMaterials_Glass,0,3467
ArmChair,salientMaterials_Leather,0,3467
ArmChair,salientMaterials_Metal,0,3467
ArmChair,salientMaterials_None,0,3467
ArmChair,salientMaterials_Organic,0,3467
ArmChair,salientMaterials_Paper,0,3467
ArmChair,salientMaterials_Plastic,0,3467
ArmChair,salientMaterials_Rubber,0,3467
ArmChair,salientMaterials_Soap,0,3467
ArmChair,salientMaterials_Sponge,0,3467
ArmChair,salientMaterials_Stone,0,3467
ArmChair,salientMaterials_Wax,0,3467
ArmChair,salientMaterials_Wood,0,3467
ArmChair,sliceable,0,3467
ArmChair,toggleable,0,3467
BaseballBat,ObjectTemperature,0,2123
BaseballBat,breakable,0,2123
BaseballBat,canBeUsedUp,0,2123
BaseballBat,canChangeTempToCold,0,2123
BaseballBat,canChangeTempToHot,0,2123
BaseballBat,canFillWithLiquid,0,2123
BaseballBat,cookable,0,2123
BaseballBat,dirtyable,0,2123
BaseballBat,isBroken,0,2123
BaseballBat,isCooked,0,2123
BaseballBat,isDirty,0,2123
BaseballBat,isFilledWithLiquid,0,2123
BaseballBat,isOpen,0,2123
BaseballBat,isPickedUp,340,1783
BaseballBat,isSliced,0,2123
BaseballBat,isToggled,0,2123
BaseballBat,isUsedUp,0,2123
BaseballBat,mass,0,2123
BaseballBat,moveable,0,2123
BaseballBat,openable,0,2123
BaseballBat,parentReceptacles,347,1776
BaseballBat,pickupable,0,2123
BaseballBat,receptacle,0,2123
BaseballBat,receptacleObjectIds,0,2123
BaseballBat,salientMaterials_Ceramic,0,2123
BaseballBat,salientMaterials_Fabric,0,2123
BaseballBat,salientMaterials_Food,0,2123
BaseballBat,salientMaterials_Glass,0,2123
BaseballBat,salientMaterials_Leather,0,2123
BaseballBat,salientMaterials_Metal,0,2123
BaseballBat,salientMaterials_None,0,2123
BaseballBat,salientMaterials_Organic,0,2123
BaseballBat,salientMaterials_Paper,0,2123
BaseballBat,salientMaterials_Plastic,0,2123
BaseballBat,salientMaterials_Rubber,0,2123
BaseballBat,salientMaterials_Soap,0,2123
BaseballBat,salientMaterials_Sponge,0,2123
BaseballBat,salientMaterials_Stone,0,2123
BaseballBat,salientMaterials_Wax,0,2123
BaseballBat,salientMaterials_Wood,0,2123
BaseballBat,sliceable,0,2123
BaseballBat,toggleable,0,2123
BasketBall,ObjectTemperature,0,2109
BasketBall,breakable,0,2109
BasketBall,canBeUsedUp,0,2109
BasketBall,canChangeTempToCold,0,2109
BasketBall,canChangeTempToHot,0,2109
BasketBall,canFillWithLiquid,0,2109
BasketBall,cookable,0,2109
BasketBall,dirtyable,0,2109
BasketBall,isBroken,0,2109
BasketBall,isCooked,0,2109
BasketBall,isDirty,0,2109
BasketBall,isFilledWithLiquid,0,2109
BasketBall,isOpen,0,2109
BasketBall,isPickedUp,289,1820
BasketBall,isSliced,0,2109
BasketBall,isToggled,0,2109
BasketBall,isUsedUp,0,2109
BasketBall,mass,0,2109
BasketBall,moveable,0,2109
BasketBall,openable,0,2109
BasketBall,parentReceptacles,291,1818
BasketBall,pickupable,0,2109
BasketBall,receptacle,0,2109
BasketBall,receptacleObjectIds,0,2109
BasketBall,salientMaterials_Ceramic,0,2109
BasketBall,salientMaterials_Fabric,0,2109
BasketBall,salientMaterials_Food,0,2109
BasketBall,salientMaterials_Glass,0,2109
BasketBall,salientMaterials_Leather,0,2109
BasketBall,salientMaterials_Metal,0,2109
BasketBall,salientMaterials_None,0,2109
BasketBall,salientMaterials_Organic,0,2109
BasketBall,salientMaterials_Paper,0,2109
BasketBall,salientMaterials_Plastic,0,2109
BasketBall,salientMaterials_Rubber,0,2109
BasketBall,salientMaterials_Soap,0,2109
BasketBall,salientMaterials_Sponge,0,2109
BasketBall,salientMaterials_Stone,0,2109
BasketBall,salientMaterials_Wax,0,2109
BasketBall,salientMaterials_Wood,0,2109
BasketBall,sliceable,0,2109
BasketBall,toggleable,0,2109
Bathtub,ObjectTemperature,0,2935
Bathtub,breakable,0,2935
Bathtub,canBeUsedUp,0,2935
Bathtub,canChangeTempToCold,0,2935
Bathtub,canChangeTempToHot,0,2935
Bathtub,canFillWithLiquid,0,2935
Bathtub,cookable,0,2935
Bathtub,dirtyable,0,2935
Bathtub,isBroken,0,2935
Bathtub,isCooked,0,2935
Bathtub,isDirty,0,2935
Bathtub,isFilledWithLiquid,0,2935
Bathtub,isOpen,0,2935
Bathtub,isPickedUp,0,2935
Bathtub,isSliced,0,2935
Bathtub,isToggled,0,2935
Bathtub,isUsedUp,0,2935
Bathtub,mass,0,2935
Bathtub,moveable,0,2935
Bathtub,openable,0,2935
Bathtub,parentReceptacles,0,2935
Bathtub,pickupable,0,2935
Bathtub,receptacle,0,2935
Bathtub,receptacleObjectIds,455,2480
Bathtub,salientMaterials_Ceramic,0,2935
Bathtub,salientMaterials_Fabric,0,2935
Bathtub,salientMaterials_Food,0,2935
Bathtub,salientMaterials_Glass,0,2935
Bathtub,salientMaterials_Leather,0,2935
Bathtub,salientMaterials_Metal,0,2935
Bathtub,salientMaterials_None,0,2935
Bathtub,salientMaterials_Organic,0,2935
Bathtub,salientMaterials_Paper,0,2935
Bathtub,salientMaterials_Plastic,0,2935
Bathtub,salientMaterials_Rubber,0,2935
Bathtub,salientMaterials_Soap,0,2935
Bathtub,salientMaterials_Sponge,0,2935
Bathtub,salientMaterials_Stone,0,2935
Bathtub,salientMaterials_Wax,0,2935
Bathtub,salientMaterials_Wood,0,2935
Bathtub,sliceable,0,2935
Bathtub,toggleable,0,2935
Bed,ObjectTemperature,0,10361
Bed,breakable,260,10101
Bed,canBeUsedUp,0,10361
Bed,canChangeTempToCold,0,10361
Bed,canChangeTempToHot,0,10361
Bed,canFillWithLiquid,0,10361
Bed,cookable,0,10361
Bed,dirtyable,0,10361
Bed,isBroken,10,10351
Bed,isCooked,0,10361
Bed,isDirty,534,9827
Bed,isFilledWithLiquid,0,10361
Bed,isOpen,0,10361
Bed,isPickedUp,0,10361
Bed,isSliced,0,10361
Bed,isToggled,0,10361
Bed,isUsedUp,0,10361
Bed,mass,0,10361
Bed,moveable,0,10361
Bed,openable,0,10361
Bed,parentReceptacles,8,10353
Bed,pickupable,0,10361
Bed,receptacle,0,10361
Bed,receptacleObjectIds,471,9890
Bed,salientMaterials_Ceramic,0,10361
Bed,salientMaterials_Fabric,0,10361
Bed,salientMaterials_Food,0,10361
Bed,salientMaterials_Glass,0,10361
Bed,salientMaterials_Leather,0,10361
Bed,salientMaterials_Metal,0,10361
Bed,salientMaterials_None,0,10361
Bed,salientMaterials_Organic,0,10361
Bed,salientMaterials_Paper,0,10361
Bed,salientMaterials_Plastic,0,10361
Bed,salientMaterials_Rubber,0,10361
Bed,salientMaterials_Soap,0,10361
Bed,salientMaterials_Sponge,0,10361
Bed,salientMaterials_Stone,0,10361
Bed,salientMaterials_Wax,0,10361
Bed,salientMaterials_Wood,0,10361
Bed,sliceable,0,10361
Bed,toggleable,0,10361
Book,ObjectTemperature,0,8591
Book,breakable,0,8591
Book,canBeUsedUp,0,8591
Book,canChangeTempToCold,0,8591
Book,canChangeTempToHot,0,8591
Book,canFillWithLiquid,0,8591
Book,cookable,0,8591
Book,dirtyable,0,8591
Book,isBroken,0,8591
Book,isCooked,0,8591
Book,isDirty,0,8591
Book,isFilledWithLiquid,0,8591
Book,isOpen,0,8591
Book,isPickedUp,1034,7557
Book,isSliced,0,8591
Book,isToggled,0,8591
Book,isUsedUp,0,8591
Book,mass,0,8591
Book,moveable,0,8591
Book,openable,0,8591
Book,parentReceptacles,1031,7560
Book,pickupable,0,8591
Book,receptacle,0,8591
Book,receptacleObjectIds,0,8591
Book,salientMaterials_Ceramic,0,8591
Book,salientMaterials_Fabric,0,8591
Book,salientMaterials_Food,0,8591
Book,salientMaterials_Glass,0,8591
Book,salientMaterials_Leather,0,8591
Book,salientMaterials_Metal,0,8591
Book,salientMaterials_None,0,8591
Book,salientMaterials_Organic,0,8591
Book,salientMaterials_Paper,0,8591
Book,salientMaterials_Plastic,0,8591
Book,salientMaterials_Rubber,0,8591
Book,salientMaterials_Soap,0,8591
Book,salientMaterials_Sponge,0,8591
Book,salientMaterials_Stone,0,8591
Book,salientMaterials_Wax,0,8591
Book,salientMaterials_Wood,0,8591
Book,sliceable,0,8591
Book,toggleable,0,8591
Boots,ObjectTemperature,0,1115
Boots,breakable,0,1115
Boots,canBeUsedUp,0,1115
Boots,canChangeTempToCold,0,1115
Boots,canChangeTempToHot,0,1115
Boots,canFillWithLiquid,0,1115
Boots,cookable,0,1115
Boots,dirtyable,0,1115
Boots,isBroken,0,1115
Boots,isCooked,0,1115
Boots,isDirty,0,1115
Boots,isFilledWithLiquid,0,1115
Boots,isOpen,0,1115
Boots,isPickedUp,66,1049
Boots,isSliced,0,1115
Boots,isToggled,0,1115
Boots,isUsedUp,0,1115
Boots,mass,0,1115
Boots,moveable,0,1115
Boots,openable,0,1115
Boots,parentReceptacles,71,1044
Boots,pickupable,0,1115
Boots,receptacle,0,1115
Boots,receptacleObjectIds,0,1115
Boots,salientMaterials_Ceramic,0,1115
Boots,salientMaterials_Fabric,0,1115
Boots,salientMaterials_Food,0,1115
Boots,salientMaterials_Glass,0,1115
Boots,salientMaterials_Leather,0,1115
Boots,salientMaterials_Metal,0,1115
Boots,salientMaterials_None,0,1115
Boots,salientMaterials_Organic,0,1115
Boots,salientMaterials_Paper,0,1115
Boots,salientMaterials_Plastic,0,1115
Boots,salientMaterials_Rubber,0,1115
Boots,salientMaterials_Soap,0,1115
Boots,salientMaterials_Sponge,0,1115
Boots,salientMaterials_Stone,0,1115
Boots,salientMaterials_Wax,0,1115
Boots,salientMaterials_Wood,0,1115
Boots,sliceable,0,1115
Boots,toggleable,0,1115
Bottle,ObjectTemperature,5,11162
Bottle,breakable,0,11167
Bottle,canBeUsedUp,0,11167
Bottle,canChangeTempToCold,0,11167
Bottle,canChangeTempToHot,0,11167
Bottle,canFillWithLiquid,0,11167
Bottle,cookable,0,11167
Bottle,dirtyable,0,11167
Bottle,isBroken,94,11073
Bottle,isCooked,0,11167
Bottle,isDirty,0,11167
Bottle,isFilledWithLiquid,786,10381
Bottle,isOpen,0,11167
Bottle,isPickedUp,1414,9753
Bottle,isSliced,0,11167
Bottle,isToggled,0,11167
Bottle,isUsedUp,0,11167
Bottle,mass,0,11167
Bottle,moveable,0,11167
Bottle,openable,0,11167
Bottle,parentReceptacles,1338,9829
Bottle,pickupable,0,11167
Bottle,receptacle,0,11167
Bottle,receptacleObjectIds,0,11167
Bottle,salientMaterials_Ceramic,0,11167
Bottle,salientMaterials_Fabric,0,11167
Bottle,salientMaterials_Food,0,11167
Bottle,salientMaterials_Glass,0,11167
Bottle,salientMaterials_Leather,0,11167
Bottle,salientMaterials_Metal,0,11167
Bottle,salientMaterials_None,0,11167
Bottle,salientMaterials_Organic,0,11167
Bottle,salientMaterials_Paper,0,11167
Bottle,salientMaterials_Plastic,0,11167
Bottle,salientMaterials_Rubber,0,11167
Bottle,salientMaterials_Soap,0,11167
Bottle,salientMaterials_Sponge,0,11167
Bottle,salientMaterials_Stone,0,11167
Bottle,salientMaterials_Wax,0,11167
Bottle,salientMaterials_Wood,0,11167
Bottle,sliceable,0,11167
Bottle,toggleable,0,11167
Bowl,ObjectTemperature,315,90427
Bowl,breakable,0,90742
Bowl,canBeUsedUp,0,90742
Bowl,canChangeTempToCold,0,90742
Bowl,canChangeTempToHot,0,90742
Bowl,canFillWithLiquid,0,90742
Bowl,cookable,0,90742
Bowl,dirtyable,0,90742
Bowl,isBroken,586,90156
Bowl,isCooked,0,90742
Bowl,isDirty,1626,89116
Bowl,isFilledWithLiquid,4656,86086
Bowl,isOpen,0,90742
Bowl,isPickedUp,11239,79503
Bowl,isSliced,0,90742
Bowl,isToggled,0,90742
Bowl,isUsedUp,0,90742
Bowl,mass,0,90742
Bowl,moveable,0,90742
Bowl,openable,0,90742
Bowl,parentReceptacles,10866,79876
Bowl,pickupable,0,90742
Bowl,receptacle,0,90742
Bowl,receptacleObjectIds,31,90711
Bowl,salientMaterials_Ceramic,0,90742
Bowl,salientMaterials_Fabric,0,90742
Bowl,salientMaterials_Food,0,90742
Bowl,salientMaterials_Glass,0,90742
Bowl,salientMaterials_Leather,0,90742
Bowl,salientMaterials_Metal,0,90742
Bowl,salientMaterials_None,0,90742
Bowl,salientMaterials_Organic,0,90742
Bowl,salientMaterials_Paper,0,90742
Bowl,salientMaterials_Plastic,0,90742
Bowl,salientMaterials_Rubber,0,90742
Bowl,salientMaterials_Soap,0,90742
Bowl,salientMaterials_Sponge,0,90742
Bowl,salientMaterials_Stone,0,90742
Bowl,salientMaterials_Wax,0,90742
Bowl,salientMaterials_Wood,0,90742
Bowl,sliceable,0,90742
Bowl,toggleable,0,90742
Box,ObjectTemperature,0,11012
Box,breakable,29,10983
Box,canBeUsedUp,0,11012
Box,canChangeTempToCold,0,11012
Box,canChangeTempToHot,0,11012
Box,canFillWithLiquid,0,11012
Box,cookable,0,11012
Box,dirtyable,0,11012
Box,isBroken,1,11011
Box,isCooked,0,11012
Box,isDirty,0,11012
Box,isFilledWithLiquid,0,11012
Box,isOpen,258,10754
Box,isPickedUp,1130,9882
Box,isSliced,0,11012
Box,isToggled,0,11012
Box,isUsedUp,0,11012
Box,mass,0,11012
Box,moveable,0,11012
Box,openable,0,11012
Box,parentReceptacles,1152,9860
Box,pickupable,0,11012
Box,receptacle,0,11012
Box,receptacleObjectIds,141,10871
Box,salientMaterials_Ceramic,0,11012
Box,salientMaterials_Fabric,0,11012
Box,salientMaterials_Food,0,11012
Box,salientMaterials_Glass,0,11012
Box,salientMaterials_Leather,0,11012
Box,salientMaterials_Metal,0,11012
Box,salientMaterials_None,0,11012
Box,salientMaterials_Organic,0,11012
Box,salientMaterials_Paper,0,11012
Box,salientMaterials_Plastic,0,11012
Box,salientMaterials_Rubber,0,11012
Box,salientMaterials_Soap,0,11012
Box,salientMaterials_Sponge,0,11012
Box,salientMaterials_Stone,0,11012
Box,salientMaterials_Wax,0,11012
Box,salientMaterials_Wood,0,11012
Box,sliceable,0,11012
Box,toggleable,0,11012
Bread,ObjectTemperature,11355,346353
Bread,breakable,0,357708
Bread,canBeUsedUp,0,357708
Bread,canChangeTempToCold,0,357708
Bread,canChangeTempToHot,0,357708
Bread,canFillWithLiquid,0,357708
Bread,cookable,11270,346438
Bread,dirtyable,0,357708
Bread,isBroken,0,357708
Bread,isCooked,9705,348003
Bread,isDirty,0,357708
Bread,isFilledWithLiquid,0,357708
Bread,isOpen,0,357708
Bread,isPickedUp,65238,292470
Bread,isSliced,32,357676
Bread,isToggled,0,357708
Bread,isUsedUp,0,357708
Bread,mass,11582,346126
Bread,moveable,0,357708
Bread,openable,0,357708
Bread,parentReceptacles,65302,292406
Bread,pickupable,0,357708
Bread,receptacle,0,357708
Bread,receptacleObjectIds,0,357708
Bread,salientMaterials_Ceramic,0,357708
Bread,salientMaterials_Fabric,0,357708
Bread,salientMaterials_Food,0,357708
Bread,salientMaterials_Glass,0,357708
Bread,salientMaterials_Leather,0,357708
Bread,salientMaterials_Metal,0,357708
Bread,salientMaterials_None,0,357708
Bread,salientMaterials_Organic,0,357708
Bread,salientMaterials_Paper,0,357708
Bread,salientMaterials_Plastic,0,357708
Bread,salientMaterials_Rubber,0,357708
Bread,salientMaterials_Soap,0,357708
Bread,salientMaterials_Sponge,0,357708
Bread,salientMaterials_Stone,0,357708
Bread,salientMaterials_Wax,0,357708
Bread,salientMaterials_Wood,0,357708
Bread,sliceable,11582,346126
Bread,toggleable,0,357708
BreadSliced,ObjectTemperature,62,1658
BreadSliced,breakable,0,1720
BreadSliced,canBeUsedUp,0,1720
BreadSliced,canChangeTempToCold,0,1720
BreadSliced,canChangeTempToHot,0,1720
BreadSliced,canFillWithLiquid,0,1720
BreadSliced,cookable,0,1720
BreadSliced,dirtyable,0,1720
BreadSliced,isBroken,0,1720
BreadSliced,isCooked,34,1686
BreadSliced,isDirty,0,1720
BreadSliced,isFilledWithLiquid,0,1720
BreadSliced,isOpen,0,1720
BreadSliced,isPickedUp,219,1501
BreadSliced,isSliced,0,1720
BreadSliced,isToggled,0,1720
BreadSliced,isUsedUp,0,1720
BreadSliced,mass,0,1720
BreadSliced,moveable,0,1720
BreadSliced,openable,0,1720
BreadSliced,parentReceptacles,221,1499
BreadSliced,pickupable,0,1720
BreadSliced,receptacle,0,1720
BreadSliced,receptacleObjectIds,0,1720
BreadSliced,salientMaterials_Ceramic,0,1720
BreadSliced,salientMaterials_Fabric,0,1720
BreadSliced,salientMaterials_Food,0,1720
BreadSliced,salientMaterials_Glass,0,1720
BreadSliced,salientMaterials_Leather,0,1720
BreadSliced,salientMaterials_Metal,0,1720
BreadSliced,salientMaterials_None,0,1720
BreadSliced,salientMaterials_Organic,0,1720
BreadSliced,salientMaterials_Paper,0,1720
BreadSliced,salientMaterials_Plastic,0,1720
BreadSliced,salientMaterials_Rubber,0,1720
BreadSliced,salientMaterials_Soap,0,1720
BreadSliced,salientMaterials_Sponge,0,1720
BreadSliced,salientMaterials_Stone,0,1720
BreadSliced,salientMaterials_Wax,0,1720
BreadSliced,salientMaterials_Wood,0,1720
BreadSliced,sliceable,0,1720
BreadSliced,toggleable,0,1720
ButterKnife,ObjectTemperature,1,1730
ButterKnife,breakable,0,1731
ButterKnife,canBeUsedUp,0,1731
ButterKnife,canChangeTempToCold,0,1731
ButterKnife,canChangeTempToHot,0,1731
ButterKnife,canFillWithLiquid,0,1731
ButterKnife,cookable,0,1731
ButterKnife,dirtyable,0,1731
ButterKnife,isBroken,0,1731
ButterKnife,isCooked,0,1731
ButterKnife,isDirty,0,1731
ButterKnife,isFilledWithLiquid,0,1731
ButterKnife,isOpen,0,1731
ButterKnife,isPickedUp,107,1624
ButterKnife,isSliced,0,1731
ButterKnife,isToggled,0,1731
ButterKnife,isUsedUp,0,1731
ButterKnife,mass,0,1731
ButterKnife,moveable,0,1731
ButterKnife,openable,0,1731
ButterKnife,parentReceptacles,105,1626
ButterKnife,pickupable,0,1731
ButterKnife,receptacle,0,1731
ButterKnife,receptacleObjectIds,0,1731
ButterKnife,salientMaterials_Ceramic,0,1731
ButterKnife,salientMaterials_Fabric,0,1731
ButterKnife,salientMaterials_Food,0,1731
ButterKnife,salientMaterials_Glass,0,1731
ButterKnife,salientMaterials_Leather,0,1731
ButterKnife,salientMaterials_Metal,0,1731
ButterKnife,salientMaterials_None,0,1731
ButterKnife,salientMaterials_Organic,0,1731
ButterKnife,salientMaterials_Paper,0,1731
ButterKnife,salientMaterials_Plastic,0,1731
ButterKnife,salientMaterials_Rubber,0,1731
ButterKnife,salientMaterials_Soap,0,1731
ButterKnife,salientMaterials_Sponge,0,1731
ButterKnife,salientMaterials_Stone,0,1731
ButterKnife,salientMaterials_Wax,0,1731
ButterKnife,salientMaterials_Wood,0,1731
ButterKnife,sliceable,0,1731
ButterKnife,toggleable,0,1731
CD,ObjectTemperature,0,6910
CD,breakable,0,6910
CD,canBeUsedUp,0,6910
CD,canChangeTempToCold,0,6910
CD,canChangeTempToHot,0,6910
CD,canFillWithLiquid,0,6910
CD,cookable,0,6910
CD,dirtyable,0,6910
CD,isBroken,0,6910
CD,isCooked,0,6910
CD,isDirty,0,6910
CD,isFilledWithLiquid,0,6910
CD,isOpen,0,6910
CD,isPickedUp,765,6145
CD,isSliced,0,6910
CD,isToggled,0,6910
CD,isUsedUp,0,6910
CD,mass,0,6910
CD,moveable,0,6910
CD,openable,0,6910
CD,parentReceptacles,766,6144
CD,pickupable,0,6910
CD,receptacle,0,6910
CD,receptacleObjectIds,0,6910
CD,salientMaterials_Ceramic,0,6910
CD,salientMaterials_Fabric,0,6910
CD,salientMaterials_Food,0,6910
CD,salientMaterials_Glass,0,6910
CD,salientMaterials_Leather,0,6910
CD,salientMaterials_Metal,0,6910
CD,salientMaterials_None,0,6910
CD,salientMaterials_Organic,0,6910
CD,salientMaterials_Paper,0,6910
CD,salientMaterials_Plastic,0,6910
CD,salientMaterials_Rubber,0,6910
CD,salientMaterials_Soap,0,6910
CD,salientMaterials_Sponge,0,6910
CD,salientMaterials_Stone,0,6910
CD,salientMaterials_Wax,0,6910
CD,salientMaterials_Wood,0,6910
CD,sliceable,0,6910
CD,toggleable,0,6910
Cabinet,ObjectTemperature,0,160089
